BusNo,Routes,TD,TT
37,Kannampalayam 1|Kannampalayam|Kannampalayam Pirivu|Pallapalayam|KIT-Kalaignarkarunanidhi Institute|Barathipuram|Cindhamanipudur|Saraswathi Hospital|L & T Bypass|Krishna Priya Thirumana Mandapam|Kadri Mills High School|Kamatchipuram|Sri Hari Mills|Ondipudur|Saint Joseph Matriculation Secondary School|Saint Joseph School|Jai Sai Shanthi|Shanthi Gears|Vasantha Mill|Singanallur|Singanallur Police Station|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Ukkadam,0 1 4 1 1 2 3 1 0 1 2 1 1 4 1 1 1 1 1 2 0 1 3 1 1 1 1 2 1 2 1 2 1 1 2 1 1 3 2,5:50AM 7:50AM 9:50AM 10:20AM 10:50AM 11:20AM 1:20PM 3:20PM 5:20PM 5:30PM
30E,Ukkadam Bus Stand|Ukkadam|Prakasam|Raja Street|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur|Vasantha Mill|Shanthi Gears|Jai Sai Shanthi|Saint Joseph School|Saint Joseph Matriculation Secondary School|Ondipudur|Sri Hari Mills|Kamatchipuram|Kadri Mills High School|Karthik Mills|Krishna Priya Thirumana Mandapam|L & T Bypass|Saraswathi Hospital|Kannampalayam Pirivu|Cindhamanipudur|Pappampatti Pirivu|Selvapuram|Ravathur Pirivu|R.V.S. Institute|Narasimha Textiles|Ranganathapuram|Sulur Police Station|Sulur G.H.|Sulur,0 0 1 1 1 3 1 1 2 1 1 2 2 1 1 2 1 1 1 1 3 1 2 1 2 0 1 1 4 1 1 1 1 1 0 1 0 2 3 3 4 3 2 1 1 1,6:50AM 7:50AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 12:20PM 1:20PM 2:20PM 3:20PM 4:20PM 5:20PM 5:50PM 6:20PM 6:50PM 7:20PM 7:40PM
30E,Sulur|Sulur G.H.|Sulur Police Station|Ranganathapuram|Narasimha Textiles|R.V.S. Institute|Ravathur Pirivu|Selvapuram|Pappampatti Pirivu|Cindhamanipudur|Saraswathi Hospital|L & T Bypass|Krishna Priya Thirumana Mandapam|Kadri Mills High School|Kamatchipuram|Sri Hari Mills|Ondipudur|Saint Joseph Matriculation Secondary School|Saint Joseph School|Jai Sai Shanthi|Shanthi Gears|Vasantha Mill|Singanallur|Singanallur Police Station|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Ukkadam,0 0 1 2 2 2 4 3 3 2 1 1 1 1 1 1 4 1 1 1 1 2 1 1 1 2 1 1 2 1 1 2 1 1 2 1 2 1 1 2 3 1,6:50AM 7:50AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 12:20PM 1:20PM 2:20PM 3:20PM 4:20PM 5:20PM 5:50PM 6:20PM 6:50PM 7:20PM 7:40PM
30C,Ukkadam|Prakasam|Raja Street|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur|Vasantha Mill|Shanthi Gears|Jai Sai Shanthi|Saint Joseph School|Saint Joseph Matriculation Secondary School|Ondipudur|Sri Hari Mills|Kamatchipuram|Kadri Mills High School|Karthik Mills|Krishna Priya Thirumana Mandapam|L & T Bypass|Saraswathi Hospital|Kannampalayam Pirivu|Cindhamanipudur|Pappampatti Pirivu|Selvapuram|Ravathur Pirivu|R.V.S. Institute|Narasimha Textiles|Ranganathapuram|Sulur Police Station|Sulur G.H.|Sulur|Market Cut / Cinema Theatre|R.V.S. Arts College|Kongu Kalyana Mandapam|R.T.O. Office|Kangayampalayam|Airforce Sulpur,0 1 1 1 3 0 2 1 2 1 2 1 1 2 1 1 2 1 1 2 2 1 2 1 1 1 1 4 1 1 1 0 1 1 0 1 2 3 3 3 3 2 2 1 0 2 2 2 2 3 2,5:30AM 6:30AM 7:30AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM 7:45PM
30C,Airforce Sulpur|Kangayampalayam|R.T.O. Office|Kongu Kalyana Mandapam|R.V.S. Arts College|Market Cut / Cinema Theatre|Sulur|Sulur G.H.|Ranganathapuram|Narasimha Textiles|R.V.S. Institute|Ravathur Pirivu|Selvapuram|Pappampatti Pirivu|Cindhamanipudur|Saraswathi Hospital|L & T Bypass|Krishna Priya Thirumana Mandapam|Kadri Mills High School|Kamatchipuram|Sri Hari Mills|Ondipudur|Saint Joseph Matriculation Secondary School|Saint Joseph School|Jai Sai Shanthi|Shanthi Gears|Vasantha Mill|Singanallur|Singanallur Police Station|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Ukkadam,0 2 2 3 2 1 2 0 3 2 3 3 4 2 2 1 1 1 1 1 1 4 1 1 1 1 2 1 1 1 2 1 1 2 1 1 2 1 1 2 1 2 1 1 2 3 1,5:30AM 6:30AM 7:30AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM 7:45PM
30A,Ukkadam|Prakasam|Raja Street|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur|Vasantha Mill|Shanthi Gears|Jai Sai Shanthi|Saint Joseph School|Saint Joseph Matriculation Secondary School|Ondipudur|Sri Hari Mills|Kamatchipuram|Kadri Mills High School|Karthik Mills|Krishna Priya Thirumana Mandapam|L & T Bypass|Saraswathi Hospital|Kannampalayam Pirivu|Cindhamanipudur|Pappampatti Pirivu|Selvapuram|Ravathur Pirivu|R.V.S. Institute|Narasimha Textiles|Ranganathapuram|Sulur Police Station|Sulur G.H.|Sulur,0 1 1 1 3 0 2 1 2 1 2 1 1 2 1 1 2 1 1 2 2 1 2 1 1 1 1 4 1 1 1 0 1 1 0 1 2 3 3 3 3 2 2 1 0,5:15AM 6:15AM 7:15AM 8:15AM 8:45AM 9:15AM 9:45AM 10:15AM 10:45AM 11:15AM 12:15PM 1:15PM 2:15PM 3:15PM 4:15PM 5:15PM 5:45PM 6:15PM 6:45PM
30A,Sulur|Sulur G.H.|Ranganathapuram|Narasimha Textiles|R.V.S. Institute|Ravathur Pirivu|Selvapuram|Pappampatti Pirivu|Cindhamanipudur|Saraswathi Hospital|L & T Bypass|Krishna Priya Thirumana Mandapam|Kadri Mills High School|Kamatchipuram|Sri Hari Mills|Ondipudur|Saint Joseph Matriculation Secondary School|Saint Joseph School|Jai Sai Shanthi|Shanthi Gears|Vasantha Mill|Singanallur|Singanallur Police Station|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Ukkadam,0 0 3 2 2 4 3 3 2 1 1 1 1 1 1 4 1 1 1 1 2 1 1 1 2 1 1 2 1 1 2 1 1 2 1 2 1 1 2 3 1,5:15AM 6:15AM 7:15AM 8:15AM 8:45AM 9:15AM 9:45AM 10:15AM 10:45AM 11:15AM 12:15PM 1:15PM 2:15PM 3:15PM 4:15PM 5:15PM 5:45PM 6:15PM 6:45PM
30,Singanallur|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Ukkadam,0 1 2 1 1 2 1 1 2 1 1 2 1 2 1 2 1 3 1,7:30AM 9:30AM 10:00AM 10:30AM 11:00AM 1:00PM 3:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM
30,Ukkadam|Prakasam|Raja Street|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur,0 1 1 1 3 0 2 1 2 1 2 1 1 2 1 1 2 1 1 2 1,7:30AM 9:30AM 10:00AM 10:30AM 11:00AM 1:00PM 3:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM
29,Gandhipuram Town Bus Stand|Park Gate|Anna Statue|K.P.R. Mill|GKNM Hospital|DPF-Cyprus Oaks|Damu Nagar|Puliyakulam Vinayagar Temple|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur|Vasantha Mill|Shanthi Gears|Jai Sai Shanthi|Saint Joseph School|Saint Joseph Matriculation Secondary School|Ondipudur|Sri Hari Mills|Kamatchipuram|Pattanam,0 2 3 3 1 3 1 1 3 1 2 1 1 2 0 2 2 2 1 2 1 1 0 2 3 1 8,5:30AM 6:30AM 7:30AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 6:45PM
29,Pattanam|Sri Hari Mills|Ondipudur|Saint Joseph Matriculation Secondary School|Saint Joseph School|Jai Sai Shanthi|Shanthi Gears|Vasantha Mill|Singanallur|Singanallur Police Station|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Puliyakulam Vinayagar Temple|Damu Nagar|DPF-Cyprus Oaks|Lakshmi Mills|GKNM Hospital|Anna Statue|Park Gate|Gandhipuram Town,0 7 4 1 1 1 1 2 1 1 1 2 1 1 2 1 1 2 3 1 2 1 2 3 3 3,5:30AM 6:30AM 7:30AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 6:45PM
19B,Ukkadam Bus Stand|Ukkadam|Prakasam|Raja Street|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur|Vasantha Mill|Shanthi Gears|Jai Sai Shanthi|Saint Joseph School|Saint Joseph Matriculation Secondary School|Ondipudur|Sri Hari Mills|Kamatchipuram|Kadri Mills High School|Karthik Mills|Krishna Priya Thirumana Mandapam|L & T Bypass|Saraswathi Hospital|Kannampalayam Pirivu|Cindhamanipudur|Pappampatti Pirivu|Selvapuram|Ravathur Pirivu|R.V.S. Institute|Narasimha Textiles|Ranganathapuram|Sulur Police Station|Sulur G.H.|Sulur|Market Cut / Cinema Theatre|R.V.S. Arts College|Kongu Kalyana Mandapam|R.T.O. Office|Kangayampalayam|Airforce Sulpur,0 0 1 1 1 3 1 1 2 1 1 2 2 1 1 2 1 1 1 1 3 1 2 1 2 0 1 1 4 1 1 1 1 1 0 1 0 2 3 3 4 3 2 1 1 1 1 2 2 2 3 2,4:40AM 5:40AM 6:40AM 7:40AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 12:10PM 1:10PM 2:10PM 3:10PM 4:10PM 5:10PM 5:40PM 6:10PM 6:40PM 7:10PM 7:40PM 8:10PM 9:10PM 10:00PM
19B,Airforce Sulpur|Kangayampalayam|R.T.O. Office|Kongu Kalyana Mandapam|R.V.S. Arts College|Market Cut / Cinema Theatre|Sulur|Sulur G.H.|Ranganathapuram|Narasimha Textiles|R.V.S. Institute|Ravathur Pirivu|Selvapuram|Pappampatti Pirivu|Cindhamanipudur|Saraswathi Hospital|L & T Bypass|Krishna Priya Thirumana Mandapam|Kadri Mills High School|Kamatchipuram|Sri Hari Mills|Ondipudur|Saint Joseph Matriculation Secondary School|Saint Joseph School|Jai Sai Shanthi|Shanthi Gears|Vasantha Mill|Singanallur|Singanallur Police Station|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Ukkadam|Ukkadam Bus Stand,0 2 2 3 2 1 2 0 3 2 3 3 4 2 2 1 1 1 1 1 1 4 1 1 1 1 2 1 1 1 2 1 1 2 1 1 2 1 1 2 1 2 1 1 2 3 1 1,4:40AM 5:40AM 6:40AM 7:40AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 12:10PM 1:10PM 2:10PM 3:10PM 4:10PM 5:10PM 5:40PM 6:10PM 6:40PM 7:10PM 7:40PM 8:10PM 9:10PM 10:00PM
1C,Ondipudur|Saint Joseph Matriculation Secondary School|Saint Joseph School|Jai Sai Shanthi|Shanthi Gears|Vasantha Mill|Singanallur|Singanallur Police Station|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Railway Station|Collector Office|D.S.P. Office|Oriental Insurance|C.S.I. Immanuel Church|R.S. Puram Boys Higher Secondary School|Tamilnadu Agricultural University Main Gate|Botanical Garden|Mullai Nagar|Vadavalli,0 1 0 1 2 1 2 0 1 3 1 1 1 1 2 1 2 1 2 1 1 2 1 1 1 1 1 0 0 8 6 1 6 5,5:05AM 5:30AM 5:55AM 6:20AM 6:45AM 7:10AM 7:35AM 8:00AM 8:10AM 8:20AM 8:30AM 8:40AM 8:50AM 9:00AM 9:10AM 9:20AM 9:30AM 9:40AM 9:50AM 10:00AM 10:10AM 10:20AM 10:30AM 10:40AM 10:50AM 11:00AM 11:25AM 11:50AM 12:15PM 12:40PM 1:05PM 1:30PM 1:55PM 2:20PM 2:45PM 3:10PM 3:35PM 4:00PM 4:25PM 4:50PM 5:15PM 5:25PM 5:35PM 5:45PM 5:55PM 6:05PM 6:15PM 6:25PM 6:35PM 6:45PM 6:55PM 7:05PM 7:15PM 7:25PM 7:30PM
1C,Vadavalli|Mullai Nagar|Botanical Garden|Tamilnadu Agricultural University Main Gate|R.S. Puram Boys Higher Secondary School|K.C.T.|Poomarket|Brookefields Mall / Devanga High School|C.S.I. Immanuel Church|D.S.P. Office|Collector Office|Railway Station|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur|Vasantha Mill|Shanthi Gears|Jai Sai Shanthi|Saint Joseph School|Saint Joseph Matriculation Secondary School|Ondipudur,0 4 6 1 6 2 2 2 4 0 1 1 1 1 1 1 2 1 2 1 1 2 1 1 2 1 1 2 2 1 2 1 1 1 1,5:05AM 5:30AM 5:55AM 6:20AM 6:45AM 7:10AM 7:35AM 8:00AM 8:10AM 8:20AM 8:30AM 8:40AM 8:50AM 9:00AM 9:10AM 9:20AM 9:30AM 9:40AM 9:50AM 10:00AM 10:10AM 10:20AM 10:30AM 10:40AM 10:50AM 11:00AM 11:25AM 11:50AM 12:15PM 12:40PM 1:05PM 1:30PM 1:55PM 2:20PM 2:45PM 3:10PM 3:35PM 4:00PM 4:25PM 4:50PM 5:15PM 5:25PM 5:35PM 5:45PM 5:55PM 6:05PM 6:15PM 6:25PM 6:35PM 6:45PM 6:55PM 7:05PM 7:15PM 7:25PM 7:30PM
8,Singanallur Bus Stand|Singanallur Police Station|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Ukkadam|Karumbukadai|Athupalam|Kurichi Pirivu|Podanur Pirivu|Karuparayan Kovil|P.V.G. Thirumana Mahal|Mayilkal|Sai Nagar|Podanur Police Station|Podanur Railway Station|Rail Kalyana Mandapam|Podanur Railway Gate|G.D. Hospital|Eshwar Nagar|Eru Company|Crematorium|Anbu Nagar|Ambedkar Nagar|Sri Lakshmi Narayana Visalakshi College|Mayiladum Parai|Chettipalayam|Chettipalayam Bus Stand,0 0 1 3 1 1 1 1 2 1 2 1 2 1 1 2 1 1 3 2 4 1 2 0 2 2 1 2 1 0 2 1 1 2 1 1 4 2 2 5 8 1,5:25AM 7:25AM 9:25AM 9:55AM 10:25AM 10:55AM 11:25AM 1:25PM 3:25PM 5:25PM 5:55PM 6:25PM 6:55PM 7:25PM 7:55PM 8:25PM 8:50PM
8,Chettipalayam Bus Stand|Chettipalayam|Mayiladum Parai|Sri Lakshmi Narayana Visalakshi College|Anbu Nagar|Crematorium|Eru Company|Eshwar Nagar|G.D. Hospital|Podanur Railway Gate|Rail Kalyana Mandapam|Podanur Railway Station|Podanur Police Station|Sai Nagar|Mayilkal|P.V.G. Thirumana Mahal|Karuparayan Kovil|Podanur Pirivu|Kurichi Pirivu|Athupalam|Karumbukadai|Ukkadam|Prakasam|Raja Street|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur Bus Stand,0 1 8 5 4 3 1 2 1 1 1 2 1 1 1 2 1 2 1 1 1 5 1 1 1 3 1 1 1 2 1 2 2 1 1 1 2 1 1 1 2 2,5:25AM 7:25AM 9:25AM 9:55AM 10:25AM 10:55AM 11:25AM 1:25PM 3:25PM 5:25PM 5:55PM 6:25PM 6:55PM 7:25PM 7:55PM 8:25PM 8:50PM
S24,Kasi Nanjegoundan Pudur|V.K.R. Nagar|Subramaniam Palayam|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur|Vasantha Mill|Shanthi Gears|Jai Sai Shanthi|Saint Joseph School|Saint Joseph Matriculation Secondary School|Ondipudur,0 2 2 4 2 2 2 2 2 1 1 2 2 5 2 1 3 1 1 1 2 1 2 1 1 2 1 1 2 1 1 2 2 1 2 1 1 1 1,6:40AM 7:40AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 12:10PM 1:10PM 2:10PM 3:10PM 4:10PM 5:10PM 5:40PM 6:10PM 6:40PM 7:10PM 7:20PM
S24,Ondipudur|Saint Joseph Matriculation Secondary School|Saint Joseph School|Jai Sai Shanthi|Shanthi Gears|Vasantha Mill|Singanallur|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|Subramaniam Palayam|V.K.R. Nagar|Kasi Nanjegoundan Pudur,0 1 0 1 2 1 2 1 3 1 1 1 1 2 1 2 1 2 1 1 2 1 1 3 1 1 2 1 1 2 1 2 2 1 1 2 2 2 2 2 4 2 2,6:40AM 7:40AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 12:10PM 1:10PM 2:10PM 3:10PM 4:10PM 5:10PM 5:40PM 6:10PM 6:40PM 7:10PM 7:20PM
S6,Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Poomarket|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Five Corner|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Chinthamani|Olympus|Ramanathapuram|Sowripalayam Pirivu|Alvernia School|Andal Marriage Hall / Iyer Hospital|Central Studios|Rajalakshmi Mill|Children Hospital|Boat House|Uzhavar Sandhai|Singanallur|Varadharajapuram|E.S.I. Hospital,0 1 2 2 2 2 2 1 2 1 2 2 1 2 0 3 1 1 1 2 1 2 1 2 0 3 1 1 2 1 1 2 0 2 2 1 2 1,6:00AM 7:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM
S6,E.S.I. Hospital|Varadharajapuram|Singanallur|Uzhavar Sandhai|Boat House|Children Hospital|Rajalakshmi Mill|Central Studios|Andal Marriage Hall / Iyer Hospital|Alvernia School|Sowripalayam Pirivu|Ramanathapuram|Olympus|Chinthamani|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu,0 0 2 2 2 1 1 2 0 2 1 2 1 2 1 2 1 1 2 2 1 1 3 0 1 2 2 2 1 2 1 1 2 2 3 1 2 2,6:00AM 7:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM
320,Railway Station|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|NGGO Colony|Sri Murugan Nagar|Thoppampatti Pirivu|Rakkiapalayam Pirivu|Kumaran Mills|Narasimhanaickenpalayam|K.S.B.|A.V.B. Matriculation School / Ramanarayana Mill|Gas Company|Ramakrishna Mission Vivekananda University|Ranganayagi Nagar|SRKV Polytechnic College|L.M.W.|Periyanaickenpalayam|Pricol|Vannan Kovil|Jothipuram|Veerapandi Pirivu|Vivekam Higher Secondary School|Sri Narasimha Kovil|Veerapandi Panchayat Office|Veerapandi,0 2 1 1 2 1 1 2 1 2 2 1 1 2 2 2 2 2 1 2 2 2 2 0 2 2 2 1 2 1 3 3 3 2 2 1 1 2 1 2 1 2 2 2 1 1 3,4:50AM 5:50AM 6:50AM 7:50AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 12:20PM 1:20PM 2:20PM 3:20PM 4:20PM 5:00PM
320,Veerapandi|Veerapandi Panchayat Office|Sri Narasimha Kovil|Vivekam Higher Secondary School|Veerapandi Pirivu|Jothipuram|Vannan Kovil|Pricol|Periyanaickenpalayam|L.M.W.|SRKV Polytechnic College|Ranganayagi Nagar|Ramakrishna Mission Vivekananda University|Gas Company|A.V.B. Matriculation School / Ramanarayana Mill|K.S.B.|Narasimhanaickenpalayam|Kumaran Mills|Rakkiapalayam Pirivu|Thoppampatti Pirivu|Sri Murugan Nagar|NGGO Colony|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Poomarket|Mahali Amman Koil / Flower Market|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station,0 2 1 2 1 2 2 1 2 1 2 1 1 2 2 3 3 3 1 2 1 2 2 2 0 2 2 2 2 1 2 2 2 2 2 1 1 2 2 1 2 1 1 1 1 2 2,4:50AM 5:50AM 6:50AM 7:50AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 12:20PM 1:20PM 2:20PM 3:20PM 4:20PM 5:00PM
112,Ukkadam Bus Stand|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.,0 1 2 2 0 1 2 2 2 1 2 1 1 2 2 3 1,5:30AM 6:30AM 7:30AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 6:45PM
